instant_x,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,total_users,temp_celsius,humidity_percent,windspeed_kmh
125,2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,45,8.200000000000001,47.0,0.0
126,2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,59,9.02,44.0,6.0032
127,2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,84,10.66,35.0,0.0
128,2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,67,10.66,35.0,7.0015
129,2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,70,11.48,36.0,11.0014
130,2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,62,11.48,36.0,0.0
131,2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,86,10.66,38.0,11.0014
132,2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,172,9.02,51.0,11.0014
133,2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,163,9.02,51.0,8.9981
134,2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,112,9.02,55.00000000000001,6.0032
135,2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,69,8.200000000000001,51.0,11.0014
136,2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,48,9.02,55.00000000000001,15.001299999999999
137,2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,52,9.02,51.0,19.0012
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,6,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,23,8.200000000000001,59.0,12.998000000000001
139,2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,17,8.200000000000001,64.0,12.998000000000001
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,7,8.200000000000001,69.0,15.001299999999999
141,2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,1,8.200000000000001,69.0,15.001299999999999
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,1,8.200000000000001,69.0,8.9981
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,5,9.02,55.00000000000001,0.0
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,34,8.200000000000001,69.0,0.0
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,84,8.200000000000001,69.0,8.9981
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,210,8.200000000000001,51.0,16.997899999999998
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,134,8.200000000000001,47.0,19.999499999999998
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,63,9.02,37.0,22.0028
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,67,8.200000000000001,40.0,15.001299999999999
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,59,8.200000000000001,37.0,16.997899999999998
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,73,8.200000000000001,37.0,19.0012
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,50,8.200000000000001,40.0,16.997899999999998
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,72,8.200000000000001,37.0,11.0014
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,87,8.200000000000001,37.0,11.0014
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,187,8.200000000000001,37.0,0.0
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,123,8.200000000000001,40.0,6.0032
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,95,6.5600000000000005,55.00000000000001,6.0032
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,51,7.38,47.0,7.0015
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,39,7.38,47.0,8.9981
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,36,7.38,43.0,11.0014
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,15,7.38,51.0,11.0014
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,25,7.38,51.0,11.0014
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,16,7.38,55.00000000000001,6.0032
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,16,7.38,55.00000000000001,0.0
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,7,7.38,55.00000000000001,11.0014
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,1,7.38,55.00000000000001,11.0014
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,5,6.5600000000000005,74.0,11.0014
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,2,6.5600000000000005,74.0,11.0014
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,9,6.5600000000000005,74.0,7.0015
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,15,6.5600000000000005,93.0,7.0015
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,20,6.5600000000000005,93.0,7.0015
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,61,7.38,80.0,11.0014
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,62,8.200000000000001,69.0,26.0027
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,98,8.200000000000001,59.0,23.9994
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,102,8.200000000000001,44.0,22.0028
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,95,8.200000000000001,32.0,32.9975
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,74,8.200000000000001,32.0,30.002599999999997
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,76,7.38,28.999999999999996,30.002599999999997
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,69,6.5600000000000005,37.0,36.9974
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,55,5.74,39.0,19.999499999999998
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,30,5.74,36.0,16.997899999999998
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,28,4.92,36.0,16.997899999999998
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,37,4.92,39.0,23.9994
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,34,4.92,36.0,26.0027
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,22,4.1000000000000005,39.0,30.002599999999997
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,25,4.1000000000000005,42.0,26.0027
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,12,4.1000000000000005,42.0,31.0009
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,11,4.1000000000000005,46.0,31.0009
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,4,4.1000000000000005,46.0,27.999299999999998
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,1,3.2800000000000002,53.0,12.998000000000001
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,1,3.2800000000000002,53.0,12.998000000000001
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,1,4.1000000000000005,49.0,19.0012
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,6,3.2800000000000002,53.0,12.998000000000001
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,10,4.1000000000000005,49.0,19.0012
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,19,4.92,46.0,35.0008
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,49,5.74,43.0,26.0027
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,49,6.5600000000000005,40.0,35.0008
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,83,7.38,37.0,30.002599999999997
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,75,8.200000000000001,34.0,30.002599999999997
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,72,9.02,32.0,31.0009
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,82,9.02,35.0,23.9994
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,92,8.200000000000001,34.0,30.002599999999997
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,62,7.38,37.0,26.0027
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,48,6.5600000000000005,40.0,22.0028
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,41,6.5600000000000005,43.0,22.0028
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,38,5.74,46.0,16.997899999999998
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,20,5.74,46.0,27.999299999999998
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,15,5.74,46.0,19.999499999999998
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,6,4.92,50.0,12.998000000000001
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,5,4.92,50.0,19.0012
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,1,4.92,50.0,19.0012
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,3,4.92,50.0,15.001299999999999
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,1,4.92,50.0,15.001299999999999
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,3,4.1000000000000005,54.0,8.9981
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,3,4.1000000000000005,54.0,16.997899999999998
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,31,4.92,50.0,19.0012
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,77,4.92,50.0,15.001299999999999
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,188,4.92,50.0,19.0012
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,94,5.74,50.0,16.997899999999998
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,31,5.74,50.0,19.999499999999998
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,30,6.5600000000000005,47.0,19.0012
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,52,8.200000000000001,40.0,19.0012
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,54,8.200000000000001,40.0,19.0012
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,47,8.200000000000001,40.0,15.001299999999999
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,45,8.200000000000001,40.0,15.001299999999999
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,74,8.200000000000001,40.0,8.9981
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,178,8.200000000000001,40.0,7.0015
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,155,8.200000000000001,40.0,15.001299999999999
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,95,6.5600000000000005,47.0,11.0014
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,74,6.5600000000000005,50.0,11.0014
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,38,5.74,59.0,12.998000000000001
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,24,5.74,59.0,11.0014
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,18,5.74,59.0,11.0014
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,12,5.74,59.0,7.0015
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,3,5.74,59.0,11.0014
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,3,6.5600000000000005,55.00000000000001,12.998000000000001
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,6,6.5600000000000005,55.00000000000001,8.9981
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,27,6.5600000000000005,55.00000000000001,8.9981
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,99,6.5600000000000005,55.00000000000001,0.0
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,217,7.38,51.0,6.0032
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,130,7.38,51.0,11.0014
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,54,8.200000000000001,51.0,11.0014
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,35,8.200000000000001,47.0,8.9981
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,57,8.200000000000001,51.0,7.0015
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,52,8.200000000000001,59.0,6.0032
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,63,8.200000000000001,59.0,6.0032
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,47,6.5600000000000005,80.0,6.0032
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,76,6.5600000000000005,86.0,15.001299999999999
